Date,Machine,Shift,Units_Produced,Defects,Downtime_Min,Yield
2025-06-27 14:00:00,M03,Night,191,1,34,99.47643979057592
2025-06-27 15:00:00,M04,Day,119,7,40,94.11764705882352
2025-06-27 16:00:00,M01,Night,164,4,4,97.5609756097561
2025-06-27 17:00:00,M04,Day,137,0,37,100.0
2025-06-27 18:00:00,M01,Night,55,6,3,89.0909090909091
2025-06-27 19:00:00,M04,Night,76,5,16,93.42105263157895
2025-06-27 20:00:00,M03,Night,131,4,52,96.94656488549617
2025-06-27 21:00:00,M01,Day,137,0,20,100.0
2025-06-27 22:00:00,M02,Night,169,0,52,100.0
2025-06-27 23:00:00,M02,Night,73,5,47,93.15068493150685
2025-06-28 00:00:00,M04,Day,151,9,30,94.03973509933775
2025-06-28 01:00:00,M02,Night,83,6,47,92.7710843373494
2025-06-28 02:00:00,M01,Day,96,9,21,90.625
2025-06-28 03:00:00,M02,Day,73,9,10,87.67123287671232
2025-06-28 04:00:00,M03,Day,114,0,33,100.0
2025-06-28 05:00:00,M03,Day,67,8,48,88.05970149253731
2025-06-28 06:00:00,M04,Day,93,3,14,96.7741935483871
2025-06-28 07:00:00,M01,Night,125,4,49,96.8
2025-06-28 08:00:00,M03,Day,106,1,9,99.05660377358491
2025-06-28 09:00:00,M03,Day,156,9,37,94.23076923076923
2025-06-28 10:00:00,M01,Day,173,7,31,95.95375722543352
2025-06-28 11:00:00,M02,Day,188,1,52,99.46808510638297
2025-06-28 12:00:00,M02,Night,165,2,47,98.7878787878788
2025-06-28 13:00:00,M04,Day,142,8,30,94.36619718309859
2025-06-28 14:00:00,M02,Night,91,1,36,98.9010989010989
2025-06-28 15:00:00,M01,Day,77,5,43,93.5064935064935
2025-06-28 16:00:00,M03,Night,172,3,27,98.25581395348837
2025-06-28 17:00:00,M02,Day,73,6,30,91.78082191780823
2025-06-28 18:00:00,M04,Day,185,5,5,97.2972972972973
2025-06-28 19:00:00,M02,Night,155,9,13,94.19354838709677
2025-06-28 20:00:00,M01,Day,167,8,57,95.20958083832335
2025-06-28 21:00:00,M04,Night,102,8,22,92.15686274509804
2025-06-28 22:00:00,M02,Day,181,9,15,95.02762430939227
2025-06-28 23:00:00,M04,Night,149,3,24,97.98657718120806
2025-06-29 00:00:00,M01,Day,54,0,38,100.0
2025-06-29 01:00:00,M03,Day,98,1,1,98.9795918367347
2025-06-29 02:00:00,M01,Night,147,7,37,95.23809523809523
2025-06-29 03:00:00,M01,Day,79,9,40,88.60759493670885
2025-06-29 04:00:00,M01,Day,121,7,38,94.21487603305785
2025-06-29 05:00:00,M01,Day,152,1,33,99.3421052631579
2025-06-29 06:00:00,M03,Day,112,3,50,97.32142857142857
2025-06-29 07:00:00,M03,Day,75,0,39,100.0
2025-06-29 08:00:00,M04,Day,86,6,42,93.02325581395348
2025-06-29 09:00:00,M02,Night,56,3,24,94.64285714285714
2025-06-29 10:00:00,M03,Night,176,7,35,96.02272727272727
2025-06-29 11:00:00,M03,Night,141,8,15,94.32624113475178
2025-06-29 12:00:00,M02,Day,152,8,56,94.73684210526315
2025-06-29 13:00:00,M03,Night,102,2,17,98.0392156862745
2025-06-29 14:00:00,M01,Day,181,4,12,97.79005524861878
2025-06-29 15:00:00,M01,Day,157,5,58,96.81528662420382
2025-06-29 16:00:00,M02,Day,161,5,36,96.8944099378882
2025-06-29 17:00:00,M04,Day,56,9,26,83.92857142857143
2025-06-29 18:00:00,M04,Night,116,7,33,93.96551724137932
2025-06-29 19:00:00,M02,Day,157,5,10,96.81528662420382
2025-06-29 20:00:00,M02,Night,160,5,0,96.875
2025-06-29 21:00:00,M01,Day,197,3,12,98.47715736040608
2025-06-29 22:00:00,M04,Night,132,6,29,95.45454545454545
2025-06-29 23:00:00,M03,Night,173,7,4,95.95375722543352
2025-06-30 00:00:00,M01,Night,188,2,17,98.93617021276596
2025-06-30 01:00:00,M02,Night,153,6,13,96.07843137254902
2025-06-30 02:00:00,M04,Night,116,2,12,98.27586206896551
2025-06-30 03:00:00,M03,Night,56,7,31,87.5
2025-06-30 04:00:00,M03,Day,159,0,6,100.0
2025-06-30 05:00:00,M01,Night,83,0,7,100.0
2025-06-30 06:00:00,M04,Day,155,5,49,96.7741935483871
2025-06-30 07:00:00,M04,Night,196,9,6,95.40816326530613
2025-06-30 08:00:00,M02,Day,107,8,51,92.5233644859813
2025-06-30 09:00:00,M04,Night,58,3,48,94.82758620689656
2025-06-30 10:00:00,M04,Night,97,5,15,94.84536082474226
2025-06-30 11:00:00,M01,Day,164,4,42,97.5609756097561
2025-06-30 12:00:00,M04,Night,90,0,30,100.0
2025-06-30 13:00:00,M03,Night,97,5,50,94.84536082474226
2025-06-30 14:00:00,M01,Night,74,8,26,89.1891891891892
2025-06-30 15:00:00,M01,Day,165,2,59,98.7878787878788
2025-06-30 16:00:00,M02,Night,127,2,32,98.4251968503937
2025-06-30 17:00:00,M04,Day,157,1,52,99.36305732484077
2025-06-30 18:00:00,M02,Night,74,3,28,95.94594594594594
2025-06-30 19:00:00,M03,Night,196,9,7,95.40816326530613
2025-06-30 20:00:00,M01,Day,88,2,32,97.72727272727273
2025-06-30 21:00:00,M01,Night,168,1,40,99.40476190476191
2025-06-30 22:00:00,M01,Night,128,0,18,100.0
2025-06-30 23:00:00,M03,Day,129,2,20,98.44961240310077
2025-07-01 00:00:00,M03,Night,76,9,40,88.1578947368421
2025-07-01 01:00:00,M02,Day,153,5,20,96.73202614379085
2025-07-01 02:00:00,M02,Day,123,8,24,93.4959349593496
2025-07-01 03:00:00,M02,Day,117,4,41,96.58119658119658
2025-07-01 04:00:00,M04,Night,196,2,55,98.9795918367347
2025-07-01 05:00:00,M01,Day,77,4,22,94.8051948051948
2025-07-01 06:00:00,M01,Day,172,4,10,97.67441860465115
2025-07-01 07:00:00,M02,Night,187,4,32,97.86096256684492
2025-07-01 08:00:00,M01,Day,132,6,19,95.45454545454545
2025-07-01 09:00:00,M02,Night,79,4,24,94.9367088607595
2025-07-01 10:00:00,M04,Night,71,6,25,91.54929577464789
2025-07-01 11:00:00,M04,Night,52,8,39,84.61538461538461
2025-07-01 12:00:00,M03,Night,150,4,51,97.33333333333334
2025-07-01 13:00:00,M04,Day,154,1,11,99.35064935064936
2025-07-01 14:00:00,M02,Day,51,4,31,92.15686274509804
2025-07-01 15:00:00,M04,Day,103,7,32,93.20388349514563
2025-07-01 16:00:00,M03,Day,55,3,9,94.54545454545455
2025-07-01 17:00:00,M01,Day,156,1,3,99.35897435897436
2025-07-01 18:00:00,M02,Night,172,9,14,94.76744186046511
2025-07-01 19:00:00,M01,Day,51,2,50,96.07843137254902
2025-07-01 20:00:00,M03,Day,160,8,5,95.0
2025-07-01 21:00:00,M03,Day,51,8,26,84.31372549019608
2025-07-01 22:00:00,M03,Night,142,7,4,95.07042253521126
2025-07-01 23:00:00,M01,Night,150,7,4,95.33333333333334
2025-07-02 00:00:00,M01,Day,146,7,17,95.2054794520548
2025-07-02 01:00:00,M01,Night,160,7,27,95.625
2025-07-02 02:00:00,M01,Day,55,7,34,87.27272727272727
2025-07-02 03:00:00,M03,Day,176,0,58,100.0
2025-07-02 04:00:00,M03,Night,153,5,21,96.73202614379085
2025-07-02 05:00:00,M02,Night,196,8,33,95.91836734693877
2025-07-02 06:00:00,M02,Day,50,7,3,86.0
2025-07-02 07:00:00,M01,Day,82,2,17,97.5609756097561
2025-07-02 08:00:00,M04,Night,89,0,40,100.0
2025-07-02 09:00:00,M04,Day,81,1,50,98.76543209876543
2025-07-02 10:00:00,M03,Night,66,1,25,98.48484848484848
2025-07-02 11:00:00,M03,Day,175,6,41,96.57142857142857
2025-07-02 12:00:00,M03,Night,57,5,21,91.22807017543859
2025-07-02 13:00:00,M02,Day,106,1,46,99.05660377358491
2025-07-02 14:00:00,M02,Day,91,7,32,92.3076923076923
2025-07-02 15:00:00,M03,Night,147,8,42,94.5578231292517
2025-07-02 16:00:00,M03,Day,186,6,13,96.7741935483871
2025-07-02 17:00:00,M03,Day,169,3,30,98.22485207100591
2025-07-02 18:00:00,M04,Night,136,0,9,100.0
2025-07-02 19:00:00,M02,Day,103,3,50,97.0873786407767
2025-07-02 20:00:00,M04,Day,133,3,23,97.74436090225564
2025-07-02 21:00:00,M04,Day,74,7,20,90.54054054054053
2025-07-02 22:00:00,M03,Night,116,3,47,97.41379310344827
2025-07-02 23:00:00,M03,Night,95,3,7,96.84210526315789
2025-07-03 00:00:00,M01,Night,71,1,31,98.59154929577466
2025-07-03 01:00:00,M01,Day,188,9,30,95.2127659574468
2025-07-03 02:00:00,M04,Day,57,6,33,89.47368421052632
2025-07-03 03:00:00,M02,Day,88,3,22,96.5909090909091
2025-07-03 04:00:00,M03,Day,98,5,24,94.89795918367348
2025-07-03 05:00:00,M03,Night,95,2,6,97.89473684210527
2025-07-03 06:00:00,M04,Day,87,6,18,93.10344827586206
2025-07-03 07:00:00,M01,Day,185,5,6,97.2972972972973
2025-07-03 08:00:00,M02,Day,103,2,46,98.05825242718447
2025-07-03 09:00:00,M01,Night,141,3,7,97.87234042553192
2025-07-03 10:00:00,M01,Day,89,9,13,89.8876404494382
2025-07-03 11:00:00,M01,Day,83,4,0,95.18072289156626
2025-07-03 12:00:00,M01,Day,145,8,12,94.48275862068965
2025-07-03 13:00:00,M03,Day,128,5,2,96.09375
2025-07-03 14:00:00,M03,Day,176,3,52,98.29545454545455
2025-07-03 15:00:00,M01,Night,66,6,27,90.9090909090909
2025-07-03 16:00:00,M02,Day,159,1,37,99.37106918238993
2025-07-03 17:00:00,M04,Day,101,3,50,97.02970297029702
2025-07-03 18:00:00,M02,Day,167,4,14,97.60479041916167
2025-07-03 19:00:00,M02,Day,58,3,35,94.82758620689656
2025-07-03 20:00:00,M02,Day,82,3,52,96.34146341463415
2025-07-03 21:00:00,M01,Day,162,8,2,95.06172839506173
2025-07-03 22:00:00,M03,Day,198,1,3,99.4949494949495
2025-07-03 23:00:00,M02,Day,134,5,4,96.26865671641791
2025-07-04 00:00:00,M01,Day,59,7,49,88.13559322033898
2025-07-04 01:00:00,M02,Day,55,7,25,87.27272727272727
2025-07-04 02:00:00,M02,Night,164,6,24,96.34146341463415
2025-07-04 03:00:00,M01,Night,170,9,9,94.70588235294117
2025-07-04 04:00:00,M03,Night,190,3,7,98.42105263157895
2025-07-04 05:00:00,M03,Night,114,6,11,94.73684210526315
2025-07-04 06:00:00,M04,Day,69,9,53,86.95652173913044
2025-07-04 07:00:00,M01,Night,106,5,57,95.28301886792453
2025-07-04 08:00:00,M04,Night,95,5,58,94.73684210526315
2025-07-04 09:00:00,M04,Day,185,1,2,99.45945945945947
2025-07-04 10:00:00,M04,Night,59,7,26,88.13559322033898
2025-07-04 11:00:00,M03,Night,162,7,49,95.67901234567901
2025-07-04 12:00:00,M01,Day,188,6,22,96.80851063829788
2025-07-04 13:00:00,M04,Day,61,8,39,86.88524590163934
2025-07-04 14:00:00,M01,Day,187,7,57,96.2566844919786
2025-07-04 15:00:00,M01,Night,60,8,32,86.66666666666667
2025-07-04 16:00:00,M03,Night,167,8,13,95.20958083832335
2025-07-04 17:00:00,M04,Day,88,5,53,94.31818181818183
2025-07-04 18:00:00,M04,Day,102,1,22,99.01960784313727
2025-07-04 19:00:00,M01,Night,105,6,30,94.28571428571428
2025-07-04 20:00:00,M02,Day,153,2,12,98.69281045751634
2025-07-04 21:00:00,M03,Night,178,6,56,96.62921348314607
2025-07-04 22:00:00,M03,Day,105,8,11,92.38095238095238
2025-07-04 23:00:00,M03,Day,167,9,34,94.61077844311377
2025-07-05 00:00:00,M03,Night,181,9,17,95.02762430939227
2025-07-05 01:00:00,M04,Day,79,1,20,98.73417721518987
2025-07-05 02:00:00,M04,Day,61,5,44,91.80327868852459
2025-07-05 03:00:00,M02,Day,84,5,46,94.04761904761905
2025-07-05 04:00:00,M03,Night,126,8,41,93.65079365079364
2025-07-05 05:00:00,M03,Day,151,8,0,94.70198675496688
2025-07-05 06:00:00,M01,Day,136,4,37,97.05882352941177
2025-07-05 07:00:00,M04,Day,101,4,40,96.03960396039604
2025-07-05 08:00:00,M03,Day,129,8,41,93.7984496124031
2025-07-05 09:00:00,M02,Day,184,7,46,96.19565217391305
2025-07-05 10:00:00,M02,Day,71,6,8,91.54929577464789
2025-07-05 11:00:00,M04,Night,124,7,22,94.35483870967742
2025-07-05 12:00:00,M02,Night,107,5,13,95.32710280373831
2025-07-05 13:00:00,M02,Day,142,2,10,98.59154929577466
2025-07-05 14:00:00,M04,Night,152,6,6,96.05263157894737
2025-07-05 15:00:00,M03,Night,189,7,30,96.29629629629629
2025-07-05 16:00:00,M03,Day,56,7,23,87.5
2025-07-05 17:00:00,M02,Night,177,0,25,100.0
2025-07-05 18:00:00,M02,Night,104,6,29,94.23076923076923
2025-07-05 19:00:00,M03,Night,155,2,33,98.70967741935483
2025-07-05 20:00:00,M04,Night,111,1,45,99.09909909909909
2025-07-05 21:00:00,M02,Night,139,1,37,99.28057553956835
2025-07-05 22:00:00,M01,Night,147,7,4,95.23809523809523
2025-07-05 23:00:00,M04,Night,126,8,4,93.65079365079364
2025-07-06 00:00:00,M02,Night,168,2,18,98.80952380952381
2025-07-06 01:00:00,M02,Day,85,2,50,97.6470588235294
2025-07-06 02:00:00,M01,Day,138,5,37,96.37681159420289
2025-07-06 03:00:00,M01,Night,194,9,27,95.36082474226805
2025-07-06 04:00:00,M03,Night,179,0,25,100.0
2025-07-06 05:00:00,M04,Day,190,5,41,97.36842105263158
2025-07-06 06:00:00,M04,Night,142,2,22,98.59154929577466
2025-07-06 07:00:00,M03,Night,163,3,45,98.15950920245399
2025-07-06 08:00:00,M04,Day,77,8,48,89.6103896103896
2025-07-06 09:00:00,M04,Day,192,2,29,98.95833333333334
2025-07-06 10:00:00,M04,Day,82,0,2,100.0
2025-07-06 11:00:00,M04,Night,69,2,27,97.10144927536231
2025-07-06 12:00:00,M04,Night,189,6,32,96.82539682539682
2025-07-06 13:00:00,M01,Day,150,6,41,96.0
2025-07-06 14:00:00,M04,Day,72,4,2,94.44444444444444
2025-07-06 15:00:00,M01,Night,161,0,4,100.0
2025-07-06 16:00:00,M04,Day,63,7,56,88.88888888888889
2025-07-06 17:00:00,M03,Night,140,9,18,93.57142857142857
2025-07-06 18:00:00,M02,Night,126,7,41,94.44444444444444
2025-07-06 19:00:00,M01,Day,134,9,57,93.28358208955224
2025-07-06 20:00:00,M04,Day,158,9,56,94.30379746835443
2025-07-06 21:00:00,M03,Night,80,9,47,88.75
2025-07-06 22:00:00,M02,Day,171,1,0,99.41520467836257
2025-07-06 23:00:00,M01,Day,156,9,37,94.23076923076923
2025-07-07 00:00:00,M02,Day,103,2,8,98.05825242718447
2025-07-07 01:00:00,M03,Day,182,3,59,98.35164835164835
2025-07-07 02:00:00,M01,Night,190,0,4,100.0
2025-07-07 03:00:00,M02,Night,92,3,58,96.73913043478261
2025-07-07 04:00:00,M04,Night,138,4,45,97.10144927536231
2025-07-07 05:00:00,M01,Night,164,2,41,98.78048780487805
2025-07-07 06:00:00,M02,Day,148,9,33,93.91891891891892
2025-07-07 07:00:00,M03,Day,96,1,36,98.95833333333334
2025-07-07 08:00:00,M03,Night,120,5,32,95.83333333333334
2025-07-07 09:00:00,M01,Night,116,7,24,93.96551724137932
2025-07-07 10:00:00,M02,Day,111,6,41,94.5945945945946
2025-07-07 11:00:00,M01,Night,158,0,28,100.0
2025-07-07 12:00:00,M01,Night,86,3,57,96.51162790697676
2025-07-07 13:00:00,M02,Day,168,2,24,98.80952380952381
2025-07-07 14:00:00,M02,Night,135,5,53,96.29629629629629
2025-07-07 15:00:00,M04,Day,175,8,58,95.42857142857143
2025-07-07 16:00:00,M02,Day,185,8,8,95.67567567567568
2025-07-07 17:00:00,M03,Night,101,6,2,94.05940594059405
2025-07-07 18:00:00,M01,Day,140,8,14,94.28571428571428
2025-07-07 19:00:00,M01,Night,82,7,3,91.46341463414635
2025-07-07 20:00:00,M03,Day,130,4,44,96.92307692307692
2025-07-07 21:00:00,M02,Night,91,8,37,91.20879120879121
2025-07-07 22:00:00,M03,Night,161,6,19,96.27329192546584
2025-07-07 23:00:00,M03,Night,175,4,48,97.71428571428571
2025-07-08 00:00:00,M04,Day,185,7,22,96.21621621621622
2025-07-08 01:00:00,M03,Day,155,6,36,96.12903225806451
2025-07-08 02:00:00,M01,Night,174,8,46,95.40229885057471
2025-07-08 03:00:00,M03,Day,162,9,7,94.44444444444444
2025-07-08 04:00:00,M01,Night,113,0,56,100.0
2025-07-08 05:00:00,M01,Night,172,8,36,95.34883720930233
2025-07-08 06:00:00,M01,Day,163,6,55,96.31901840490798
2025-07-08 07:00:00,M02,Night,69,0,44,100.0
2025-07-08 08:00:00,M04,Day,65,0,32,100.0
2025-07-08 09:00:00,M01,Night,194,4,32,97.9381443298969
2025-07-08 10:00:00,M01,Day,68,7,6,89.70588235294117
2025-07-08 11:00:00,M02,Night,169,8,21,95.26627218934911
2025-07-08 12:00:00,M01,Night,185,5,4,97.2972972972973
2025-07-08 13:00:00,M03,Day,87,9,45,89.65517241379311
2025-07-08 14:00:00,M03,Night,142,7,14,95.07042253521126
2025-07-08 15:00:00,M04,Night,154,5,20,96.75324675324676
2025-07-08 16:00:00,M01,Day,149,5,24,96.64429530201343
2025-07-08 17:00:00,M02,Night,139,3,16,97.84172661870504
2025-07-08 18:00:00,M03,Day,93,4,55,95.6989247311828
2025-07-08 19:00:00,M02,Night,125,1,49,99.2
2025-07-08 20:00:00,M02,Day,194,2,6,98.96907216494846
2025-07-08 21:00:00,M03,Night,128,2,53,98.4375
2025-07-08 22:00:00,M02,Night,122,4,57,96.72131147540983
2025-07-08 23:00:00,M03,Night,189,4,49,97.88359788359789
2025-07-09 00:00:00,M02,Day,145,5,59,96.55172413793103
2025-07-09 01:00:00,M03,Day,138,4,18,97.10144927536231
2025-07-09 02:00:00,M01,Day,152,5,51,96.71052631578947
2025-07-09 03:00:00,M04,Day,195,7,6,96.41025641025641
2025-07-09 04:00:00,M03,Night,55,1,39,98.18181818181819
2025-07-09 05:00:00,M03,Night,171,3,44,98.24561403508771
2025-07-09 06:00:00,M04,Day,165,5,58,96.96969696969697
2025-07-09 07:00:00,M03,Day,111,4,49,96.3963963963964
2025-07-09 08:00:00,M03,Day,193,0,23,100.0
2025-07-09 09:00:00,M02,Night,185,8,10,95.67567567567568
2025-07-09 10:00:00,M04,Day,138,2,40,98.55072463768117
2025-07-09 11:00:00,M01,Day,145,1,54,99.3103448275862
2025-07-09 12:00:00,M03,Night,175,8,0,95.42857142857143
2025-07-09 13:00:00,M04,Night,139,6,53,95.68345323741008
2025-07-09 14:00:00,M02,Day,135,4,31,97.03703703703704
2025-07-09 15:00:00,M01,Night,187,5,39,97.32620320855615
2025-07-09 16:00:00,M04,Day,170,3,52,98.23529411764706
2025-07-09 17:00:00,M01,Night,125,0,43,100.0
2025-07-09 18:00:00,M01,Day,141,3,1,97.87234042553192
2025-07-09 19:00:00,M01,Day,119,8,14,93.27731092436974
2025-07-09 20:00:00,M03,Day,197,0,20,100.0
2025-07-09 21:00:00,M03,Day,182,9,23,95.05494505494505
2025-07-09 22:00:00,M02,Night,72,2,49,97.22222222222221
2025-07-09 23:00:00,M02,Night,186,4,16,97.84946236559139
2025-07-10 00:00:00,M04,Night,107,6,46,94.39252336448598
2025-07-10 01:00:00,M02,Night,95,8,51,91.57894736842105
2025-07-10 02:00:00,M01,Day,71,5,51,92.95774647887323
2025-07-10 03:00:00,M01,Day,57,2,8,96.49122807017544
2025-07-10 04:00:00,M03,Night,172,6,34,96.51162790697676
2025-07-10 05:00:00,M01,Night,69,3,19,95.65217391304348
2025-07-10 06:00:00,M04,Night,127,2,18,98.4251968503937
2025-07-10 07:00:00,M01,Night,88,6,17,93.18181818181817
2025-07-10 08:00:00,M01,Night,86,6,19,93.02325581395348
2025-07-10 09:00:00,M04,Day,124,3,29,97.58064516129032
2025-07-10 10:00:00,M02,Day,167,6,39,96.40718562874252
2025-07-10 11:00:00,M02,Day,153,1,0,99.34640522875817
2025-07-10 12:00:00,M04,Night,80,0,23,100.0
2025-07-10 13:00:00,M03,Night,172,1,23,99.4186046511628
2025-07-10 14:00:00,M01,Night,103,3,46,97.0873786407767
2025-07-10 15:00:00,M04,Night,83,7,18,91.56626506024097
2025-07-10 16:00:00,M01,Day,171,2,29,98.83040935672514
2025-07-10 17:00:00,M03,Day,162,9,25,94.44444444444444
2025-07-10 18:00:00,M01,Night,111,5,41,95.4954954954955
2025-07-10 19:00:00,M04,Day,72,5,43,93.05555555555556
2025-07-10 20:00:00,M01,Day,95,8,59,91.57894736842105
2025-07-10 21:00:00,M02,Night,105,8,37,92.38095238095238
2025-07-10 22:00:00,M03,Night,184,3,28,98.36956521739131
2025-07-10 23:00:00,M03,Night,167,8,12,95.20958083832335
2025-07-11 00:00:00,M03,Night,180,5,3,97.22222222222221
2025-07-11 01:00:00,M04,Night,162,1,44,99.38271604938271
2025-07-11 02:00:00,M03,Night,93,9,16,90.32258064516128
2025-07-11 03:00:00,M02,Day,177,5,32,97.17514124293785
2025-07-11 04:00:00,M04,Day,157,1,4,99.36305732484077
2025-07-11 05:00:00,M02,Night,66,7,27,89.39393939393939
2025-07-11 06:00:00,M01,Day,108,3,23,97.22222222222221
2025-07-11 07:00:00,M01,Night,187,4,16,97.86096256684492
2025-07-11 08:00:00,M01,Night,148,7,49,95.27027027027027
2025-07-11 09:00:00,M01,Night,133,7,38,94.73684210526315
2025-07-11 10:00:00,M02,Night,195,5,47,97.43589743589743
2025-07-11 11:00:00,M04,Day,94,3,39,96.80851063829788
2025-07-11 12:00:00,M04,Night,157,0,43,100.0
2025-07-11 13:00:00,M03,Day,111,6,45,94.5945945945946
2025-07-11 14:00:00,M02,Night,108,7,50,93.51851851851852
2025-07-11 15:00:00,M01,Night,187,8,10,95.72192513368985
2025-07-11 16:00:00,M02,Night,60,1,11,98.33333333333333
2025-07-11 17:00:00,M03,Day,151,0,12,100.0
2025-07-11 18:00:00,M03,Night,119,3,7,97.47899159663865
2025-07-11 19:00:00,M02,Night,172,4,0,97.67441860465115
2025-07-11 20:00:00,M02,Night,83,9,8,89.1566265060241
2025-07-11 21:00:00,M02,Day,150,0,27,100.0
2025-07-11 22:00:00,M04,Day,194,4,1,97.9381443298969
2025-07-11 23:00:00,M01,Day,153,5,13,96.73202614379085
2025-07-12 00:00:00,M02,Night,89,2,12,97.75280898876404
2025-07-12 01:00:00,M02,Day,68,6,47,91.17647058823529
2025-07-12 02:00:00,M02,Night,116,5,1,95.6896551724138
2025-07-12 03:00:00,M03,Day,131,3,3,97.70992366412213
2025-07-12 04:00:00,M03,Day,113,2,11,98.23008849557522
2025-07-12 05:00:00,M04,Night,132,4,47,96.96969696969697
2025-07-12 06:00:00,M01,Day,96,2,9,97.91666666666666
2025-07-12 07:00:00,M04,Night,55,9,2,83.63636363636363
2025-07-12 08:00:00,M01,Night,65,8,3,87.6923076923077
2025-07-12 09:00:00,M03,Day,195,8,5,95.8974358974359
2025-07-12 10:00:00,M03,Night,88,5,22,94.31818181818183
2025-07-12 11:00:00,M03,Night,162,5,4,96.91358024691358
2025-07-12 12:00:00,M04,Day,189,3,49,98.4126984126984
2025-07-12 13:00:00,M02,Day,187,3,2,98.3957219251337
2025-07-12 14:00:00,M02,Night,120,1,9,99.16666666666667
2025-07-12 15:00:00,M03,Day,159,9,42,94.33962264150944
2025-07-12 16:00:00,M02,Night,104,3,18,97.11538461538461
2025-07-12 17:00:00,M02,Night,178,7,13,96.06741573033707
2025-07-12 18:00:00,M04,Day,98,9,20,90.81632653061224
2025-07-12 19:00:00,M01,Day,70,1,59,98.57142857142858
2025-07-12 20:00:00,M03,Day,86,8,42,90.69767441860465
2025-07-12 21:00:00,M03,Day,165,0,27,100.0
2025-07-12 22:00:00,M04,Night,73,1,20,98.63013698630137
2025-07-12 23:00:00,M04,Night,104,1,35,99.03846153846155
2025-07-13 00:00:00,M02,Day,74,5,23,93.24324324324324
2025-07-13 01:00:00,M03,Day,184,6,53,96.73913043478261
2025-07-13 02:00:00,M01,Night,176,2,37,98.86363636363636
2025-07-13 03:00:00,M04,Night,142,8,16,94.36619718309859
2025-07-13 04:00:00,M01,Night,143,4,21,97.2027972027972
2025-07-13 05:00:00,M01,Night,120,4,18,96.66666666666667
2025-07-13 06:00:00,M03,Day,171,3,44,98.24561403508771
2025-07-13 07:00:00,M03,Night,73,8,53,89.04109589041096
2025-07-13 08:00:00,M04,Night,60,7,9,88.33333333333333
2025-07-13 09:00:00,M03,Day,122,3,10,97.54098360655738
2025-07-13 10:00:00,M03,Night,61,3,37,95.08196721311475
2025-07-13 11:00:00,M03,Night,84,1,1,98.80952380952381
2025-07-13 12:00:00,M01,Day,190,8,32,95.78947368421052
2025-07-13 13:00:00,M04,Day,72,2,42,97.22222222222221
2025-07-13 14:00:00,M02,Day,132,3,30,97.72727272727273
2025-07-13 15:00:00,M01,Night,137,6,47,95.62043795620438
2025-07-13 16:00:00,M03,Night,129,9,34,93.02325581395348
2025-07-13 17:00:00,M01,Day,146,7,36,95.2054794520548
2025-07-13 18:00:00,M03,Day,189,7,46,96.29629629629629
2025-07-13 19:00:00,M03,Night,83,3,46,96.3855421686747
2025-07-13 20:00:00,M01,Day,124,6,35,95.16129032258065
2025-07-13 21:00:00,M04,Day,177,9,22,94.91525423728814
2025-07-13 22:00:00,M03,Day,190,0,35,100.0
2025-07-13 23:00:00,M04,Night,80,5,39,93.75
2025-07-14 00:00:00,M02,Night,179,5,38,97.20670391061452
2025-07-14 01:00:00,M03,Night,152,5,25,96.71052631578947
2025-07-14 02:00:00,M04,Night,64,1,24,98.4375
2025-07-14 03:00:00,M04,Night,106,7,16,93.39622641509435
2025-07-14 04:00:00,M02,Night,124,4,14,96.7741935483871
2025-07-14 05:00:00,M04,Day,83,4,36,95.18072289156626
2025-07-14 06:00:00,M04,Night,152,1,44,99.3421052631579
2025-07-14 07:00:00,M02,Night,124,3,3,97.58064516129032
2025-07-14 08:00:00,M03,Day,78,8,21,89.74358974358975
2025-07-14 09:00:00,M04,Night,65,8,16,87.6923076923077
2025-07-14 10:00:00,M04,Night,126,5,21,96.03174603174604
2025-07-14 11:00:00,M04,Day,86,8,16,90.69767441860465
2025-07-14 12:00:00,M01,Day,130,3,13,97.6923076923077
